Title,Topic,Name,CustomName,Representation,open_ai,Representative_Docs,Top_n_words,Probability,Representative_document
"Effects of Concurrent, Within-Session, Aerobic and Resistance Exercise Training on Functional Capacity and Muscle Performance in Elderly Male Patients with Chronic Heart Failure",-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
Return to Sports and Functional Outcomes after Autologous Platelet-Rich Fibrin Matrix (PRFM) and Debridement in Midportion Achilles Tendinopathy: A Case Series with 24-Month Follow-Up,13,13_case_reliability_young_functional,Achilles Tendon Health & Rehabilitation Research,"['case', 'reliability', 'young', 'functional', 'differences', 'versus', 'muscles', 'early', 'chronic', 'validity']",['Achilles Tendon Health & Rehabilitation Research'],"['Return to Sports and Functional Outcomes after Autologous Platelet-Rich Fibrin Matrix (PRFM) and Debridement in Midportion Achilles Tendinopathy: A Case Series with 24-Month Follow-Up', 'Reverse Fragility Index Comparing Rates of Rerupture After Open Achilles Tendon Repair Versus Early Functional Rehabilitation: A Systematic Review of Randomized Controlled Trials', 'Ultrasound is more reliable than clinical tests to both confirm and rule out pathologies of the long head of the biceps: a systematic review and meta-analysis']",case - reliability - young - functional - differences - versus - muscles - early - chronic - validity,1,TRUE
Association of Severe Histological Degeneration of the Torn Supraspinatus Tendon and Retear After Arthroscopic Repair of Full-Thickness Rotator Cuff Tears Using the Suture Bridge Technique,8,8_year_following_outcomes_clinical,Clinical Outcomes and Treatments in Shoulder Care,"['year', 'following', 'outcomes', 'clinical', 'treatment', 'functional', 'specific', 'assessment', 'compared', 'dynamic']",['Clinical Outcomes and Treatments in Shoulder Care'],"['Minimum 5-Year Clinical Outcomes of Arthroscopically Repaired Massive Rotator Cuff Tears: Effect of Age on Clinical Outcomes', 'Arthroscopic Superior Capsule Reconstruction With Combined Fascia Lata Autograft and Synthetic Scaffold Patch Graft for the Treatment of Irreparable Rotator Cuff Tears Yields Favorable Clinical and Radiographic Outcomes at Minimum 2-Year Follow-Up', 'Onlay Dynamic Anterior Stabilization With Biceps Transfer for the Treatment of Anterior Glenohumeral Instability Produces Good Clinical Outcomes and Successful Healing at a Minimum 1 Year of Follow-Up']",year - following - outcomes - clinical - treatment - functional - specific - assessment - compared - dynamic,1,FALSE
Is Overparenting Associated with Adolescent/Young Adult Emotional Functioning and Clinical Outcomes Following Concussion?,6,6_related_adolescents_injury_following,Traumatic Brain Injury and Concussion Studies in Young Athletes,"['related', 'adolescents', 'injury', 'following', 'acute', 'cohort', 'associated', 'association', 'differences', 'early']",['Traumatic Brain Injury and Concussion Studies in Young Athletes'],"['Is Overparenting Associated with Adolescent/Young Adult Emotional Functioning and Clinical Outcomes Following Concussion?', 'Access to athletic trainers and sex as modifiers of time to reach clinical milestones after sport-related concussion in collegiate athletes', 'A Prospective Cohort Study of the Association Between Preinjury Psychosocial Function and Postconcussive Symptoms in Pediatric Mild Traumatic Brain Injury: An A-CAP Study']",related - adolescents - injury - following - acute - cohort - associated - association - differences - early,1,TRUE
Different Resistance Exercise Loading Paradigms Similarly Affect Skeletal Muscle Gene Expression Patterns of Myostatin-Related Targets and mTORC1 Signaling Markers,27,27_compared_young_muscle_time,Exercise and Muscle Performance in Different Individuals,"['compared', 'young', 'muscle', 'time', 'different', 'individuals', 'body', 'non', 'intensity', 'exercise']",['Exercise and Muscle Performance in Different Individuals'],"['Different Resistance Exercise Loading Paradigms Similarly Affect Skeletal Muscle Gene Expression Patterns of Myostatin-Related Targets and mTORC1 Signaling Markers', 'Greater myofibrillar protein synthesis following weight-bearing activity in obese old compared with non-obese old and young individuals', 'Whey protein improves glycemia during an oral glucose tolerance test compared to vigorous-intensity aerobic exercise in young adult men']",compared - young - muscle - time - different - individuals - body - non - intensity - exercise,1,TRUE
Arthroscopic capsular release for frozen shoulder: when etiology matters,-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
"Comparison of Fatigue Levels, Muscle Strength, Balance, and Exercise Performance of Young Adults with a History of Mild COVID-19 and Healthy Adults",9,9_health_impact_changes_syndrome,"Impact of COVID-19 on Health, Physical Activity and Quality of Life","['health', 'impact', 'changes', 'syndrome', 'intervention', 'quality life', 'survey', 'recovery', 'body', 'clinical trial']","['Impact of COVID-19 on Health, Physical Activity and Quality of Life']","['Intervention Effects of a Kindergarten-Based Health Promotion Programme on Health-Related Quality of Life and Child Sick Days; [Interventionseffekte eines Kindergarten-basierten Gesundheitsförderungsprogramms auf die gesundheitsbezogene Lebensqualität und die Krankheitstage von Kindern]', 'A Pilot Cross-Sectional Study on the Level of Depression and Physical Activity among Students in Poland and Portugal in the Second Year of the COVID-19 Pandemic', 'A Comparison of Changes in Health Behavior, Obesity, and Mental Health of Korean Adolescents Before and During the COVID-19 Pandemic: Online Cross-Sectional Study']",health - impact - changes - syndrome - intervention - quality life - survey - recovery - body - clinical trial,1,FALSE
Physical Activity and Mental Health in Undergraduate Students,23,23_adolescents_validity_children_study protocol,Physical Activity and Its Effects on Health and Well-being in Children and Adolescents,"['adolescents', 'validity', 'children', 'study protocol', 'physical activity', 'reliability', 'health', 'controlled trial', 'intervention', 'muscle strength']",['Physical Activity and Its Effects on Health and Well-being in Children and Adolescents'],"['Digital Health Nudging to increase physical activity in pediatric patients with congenital heart disease: A randomized controlled trial', 'The Effects of a Physical Activity Intervention on Adiposity, Physical Fitness and Motor Competence: A School-Based, Non-Randomized Controlled Trial', 'Development of the Children and Adolescents Physical Activity and Sedentary Questionnaire (CAPAS-Q): Psychometric Validity and Clinical Interpretation']",adolescents - validity - children - study protocol - physical activity - reliability - health - controlled trial - intervention - muscle strength,1,FALSE
The Effect of Low-Intensity Pulsed Ultrasound on Bone Regeneration and the Expression of Osterix and Cyclooxygenase-2 during Critical-Size Bone Defect Repair,7,7_knee_versus_therapy_efficacy,Therapeutic Interventions and Their Efficacy in Osteoarthritis Treatment,"['knee', 'versus', 'therapy', 'efficacy', 'treatment', 'review meta analysis', 'review meta', 'systematic review meta', 'effect', 'case']",['Therapeutic Interventions and Their Efficacy in Osteoarthritis Treatment'],"['Platelet-rich plasma treatment for talar cartilage repair: a systematic review and meta-analysis', 'How Does Platelet-Rich Plasma Compare Clinically to Other Therapies in the Treatment of Knee Osteoarthritis? A Systematic Review and Meta-analysis', 'A systematic review and meta-analysis of the effect of phonophoresis on patients with knee osteoarthritis']",knee - versus - therapy - efficacy - treatment - review meta analysis - review meta - systematic review meta - effect - case,0.502632917,FALSE
Determination of the Effects of a Series of Ten Whole-Body Cryostimulation Sessions on Physiological Responses to Exercise and Skin Temperature Behavior following Exercise in Elite Athletes,-1,-1_sports_efficacy_performance_recovery,Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery,"['sports', 'efficacy', 'performance', 'recovery', 'joint', 'therapy', 'muscle', 'level', 'body', 'use']",['Efficacy and Effects of Exercise and Therapy on Muscle Performance and Recovery'],"['Effects of full-body exercise-based pulmonary rehabilitation in patients with idiopathic pulmonary fibrosis: A systematic review and meta-analysis protocol', 'Effects of high-intensity respiratory muscle training on respiratory muscle strength in individuals with Parkinson’s disease: Protocol of a randomized clinical trial', 'ACUTE EFFECTS OF DRY NEEDLING ON LOWER LIMB MUSCLE STRENGTH IN CROSSFIT ATHLETES WITH LATENT TRIGGER POINTS: A RANDOMIZED TRIPLE-BLINDED PILOT CLINICAL TRIAL']",sports - efficacy - performance - recovery - joint - therapy - muscle - level - body - use,0,FALSE
